assists, ats margin, ats streak, attendance, blocks, coach, conference, date, day, defensive rebounds, dpa, dps, field goals attempted, field goals made, fouls, free throws attempted, free throws made, full name, game number, half scores, line, losses, margin, margin at the half, matchup losses, matchup wins, minutes, month, offensive rebounds, officials, opponents, ou margin, ou streak, overtime, points, rank, rebounds, rest, rival, school name, season, site, site streak, start time, steals, streak, subconference, team, three pointers attempted, three pointers made, time of game, total, tournament, turnovers, venuecap, wins
5,-17.500,-3,2457,5,Andy Enfield,P12,20191129,Friday,23,27.750,10.250,60,24,27,37,28,,8,[36, 43],4.500,1,-22,-21,0,0,,11,8,,['FAMU', 'POR', 'SDS', 'NEV', 'PEP', 'TEMP', 'FAIRF'],38.000,-2,0,79,,31,0,,Southern California,2019,neutral,0,,5,1,POWER6,USC,12,3,,142.000,,17,10258,6
15,7.500,1,,4,Derek Kellogg,NE,20191129,Friday,24,-3.750,3.750,48,26,17,21,18,,8,[42, 40],-5.500,6,13,9,0,0,,11,2,,['RI', 'UMASS', 'GMASN', 'DELST', 'SDST', 'TXTCH', 'NFLA'],0.000,6,0,82,,26,0,,LIU (Neutral),2019,neutral,0,,8,-3,,LIU,27,12,,151.000,,16,,1
13,-7.500,-2,,1,John Smith,BIGW,20191129,Friday,20,3.750,-3.750,62,23,20,15,13,,8,[33, 36],5.500,6,-13,-9,0,0,,11,12,,['SCLAR', 'NODAK', 'SIMPU', 'STM', 'CRE', 'IOWA', 'TENST'],0.000,1,0,69,,32,0,,Cal Poly SLO,2019,neutral,0,,6,-4,,CALPO,26,10,,151.000,,14,3032,1
14,-11.000,-1,,0,Matthew Driscoll,ASUN,20191129,Friday,16,8.000,-3.000,63,25,23,15,13,,9,[30, 43],-3.000,3,-8,-8,0,0,,11,11,,['FLA', 'FNU', 'GASO', 'SOMIS', 'TB', 'IOWA', 'CRE', 'LIU'],5.000,1,0,73,,27,0,,North Florida (Neutral),2019,neutral,0,,7,1,,NFLA,32,10,,149.000,,16,,5
21,11.000,,,9,Brian Collins,OV,20191129,Friday,24,-3.000,8.000,56,30,16,23,15,,8,[38, 43],3.000,3,8,8,0,0,,11,10,,['ABAM', 'CHAT', 'LIPSC', 'FISK', 'TXTCH', 'SDST', 'CALPO'],5.000,1,0,81,,34,0,,Tennessee St.,2019,neutral,0,,6,1,,TENST,16,6,,149.000,,16,,4
9,-1.000,-2,2457,2,Bob Mckillop,A10,20191129,Friday,23,-0.750,-1.750,52,22,17,16,14,,7,[35, 32],-12.000,4,11,16,0,0,,11,5,,['AUB', 'CHAR', 'NCWIL', 'NEV', 'WFRST', 'MARQ'],-2.500,-1,0,67,,28,0,,Davidson (Neutral),2019,neutral,0,,6,-2,,DAV,24,9,,125.500,,8,,2
4,1.000,2,2457,2,Jay Young,MAAC,20191129,Friday,20,-1.750,-0.750,50,24,12,14,5,,7,[19, 37],12.000,5,-11,-16,0,0,,11,7,,['BUCK', 'MASS', 'HCROS', 'LOYMD', 'MARY', 'USC'],-2.500,-2,0,56,,27,0,,Fairfield,2019,neutral,0,,3,-3,,FAIRF,18,3,,125.500,,11,,1
10,17.500,-1,1158,4,Earl Grant,CAA,20191129,Friday,27,-18.250,-0.750,40,20,20,19,18,,7,[27, 36],9.500,3,8,-2,0,0,,11,7,,['SCSPAR', 'GAST', 'OKLST', 'MARS', 'CFLR', 'WFRST'],-19.000,-1,0,63,,34,0,,Charleston (Neutral),2019,neutral,0,,6,-2,,CHARL,15,5,,137.000,,17,,3
13,-17.500,-2,1158,1,Ed Cooley,BE,20191129,Friday,13,-0.750,-18.250,56,19,17,18,13,,8,[29, 26],-9.500,3,-8,2,0,0,,11,7,,['SACHT', 'NJIT', 'NWEST', 'STPET', 'MW', 'PENN', 'LBST'],-19.000,-1,0,55,,20,0,,Providence,2019,neutral,0,,11,-2,POWER6,PROV,19,4,,137.000,,12,12400,4
9,-6.000,1,2650,2,Steve Prohm,B12,20191129,Friday,15,7.250,1.250,64,29,12,12,9,,7,[33, 43],2.000,2,-8,1,0,0,,11,7,,['MSVAS', 'ORST', 'NOILL', 'SOMIS', 'MICH', 'ALAB'],8.500,2,0,76,,22,0,,Iowa State (Neutral),2019,neutral,0,,8,1,POWER6,IAST,27,9,,151.500,,13,14376,4
14,6.000,1,2650,2,Kevin Willard,BE,20191129,Friday,26,1.250,7.250,63,34,13,12,8,,8,[32, 52],-2.000,2,8,-1,0,0,,11,12,,['WAGNR', 'STO', 'MCHST', 'STL', 'FAMU', 'ORE', 'SOMIS'],8.500,-1,0,84,13,38,0,,Seton Hall,2019,neutral,0,,8,1,POWER6,SETHA,20,8,,151.500,,17,18711,5
16,3.000,-1,1159,1,Nate Oats,SEC,20191129,Friday,19,0.250,3.250,52,28,18,22,12,,7,[38, 45],-12.000,4,15,3,0,0,,11,10,,['PENN', 'FLATL', 'RI', 'FURM', 'NOCAR', 'IAST'],3.500,1,0,83,,29,0,,Alabama (Neutral),2019,neutral,0,,7,-2,POWER6,ALAB,33,15,,147.500,,15,15383,2
11,-3.000,-1,1159,2,Jay Ladner,USA,20191129,Friday,19,3.250,0.250,53,26,19,20,13,,8,[35, 33],12.000,5,-15,-3,0,0,,11,6,,['DLTST', 'SALAB', 'NFLA', 'IAST', 'WILCA', 'GONZ', 'SETHA'],3.500,-1,0,68,,25,0,,Southern Miss,2019,neutral,0,,10,-2,,SOMIS,12,3,,147.500,,15,,2
13,6.500,1,4855,4,Brian Dutcher,MW,20191129,Friday,21,6.000,12.500,52,27,20,19,18,,8,[32, 51],-3.500,0,10,-9,0,0,,11,5,,['TXSOU', 'BYU', 'GC', 'SD', 'LIU', 'TENST', 'CRE'],18.500,-2,0,83,,26,0,,San Diego St. (Neutral),2019,neutral,0,,6,7,,SDST,24,11,,137.500,,14,12414,7
16,-6.500,2,4855,0,Fran Mccaferey,B10,20191129,Friday,16,12.500,6.000,57,23,20,20,18,,7,[41, 32],3.500,1,-10,9,0,0,,11,11,,['SIUED', 'DEP', 'ORROB', 'NFLA', 'CALPO', 'TXTCH'],18.500,-3,0,73,,27,0,,Iowa,2019,neutral,0,,8,4,POWER6,IOWA,23,9,,137.500,,13,15500,5
14,13.000,-3,,2,Greg Mcdermitt,BE,20191129,Friday,27,3.500,16.500,58,30,16,20,13,,7,[46, 28, 9],6.000,2,7,14,0,0,,11,8,,['KENST', 'MICH', 'LOUTE', 'CALPO', 'NFLA', 'SDST'],20.000,-2,1,83,,35,0,,Creighton (Neutral),2019,neutral,0,,4,-1,POWER6,CRE,24,10,,139.000,,12,18320,4
19,-13.000,-1,,2,Chris Beard,B12,20191129,Friday,21,16.500,3.500,67,29,21,12,10,,7,[32, 42, 2],-6.000,1,-7,-14,0,0,,11,9,,['EILL', 'BCOOK', 'HOUBA', 'TENST', 'LIU', 'IOWA'],20.000,-1,1,76,12,30,0,,Texas Tech,2019,neutral,0,,6,-1,POWER6,TXTCH,30,8,,139.000,,7,15020,5
16,-11.500,1,,3,Lorenzo Romar,WESTC,20191129,Friday,17,2.500,-9.000,57,23,17,16,14,,8,[32, 33],1.500,4,-13,1,0,0,,11,9,,['CAL', 'UCIRV', 'CSNOR', 'ABCH', 'USC', 'SACST', 'ARZ'],-6.500,3,0,65,,26,0,,Pepperdine (Neutral),2019,neutral,0,,7,-3,,PEP,24,5,,149.500,,15,3104,3
16,11.500,1,,3,Johnny Dawkins,AAC,20191129,Friday,26,-9.000,2.500,56,29,18,18,12,,6,[31, 47],-1.500,2,13,-1,0,0,,11,10,,['PVAM', 'MIAFL', 'ILLST', 'CHARL', 'PENN'],-6.500,-1,0,78,,36,0,,Central Florida,2019,neutral,0,,8,-1,,CFLR,20,8,,149.500,,14,,3
16,-1.500,-1,2605,2,Sean Miller,P12,20191129,Friday,24,14.500,13.000,58,34,19,21,18,,8,[41, 51],-11.500,0,10,8,0,0,,11,6,,['NOAR', 'ILL', 'SJST', 'NMEXS', 'SDS', 'LBST', 'PEP'],27.500,2,0,92,14,30,0,,Arizona (Neutral),2019,neutral,0,,6,7,POWER6,ARZ,13,6,,146.500,,8,14545,7
21,1.500,-1,2605,1,Steve Donahue,IVY,20191129,Friday,17,13.000,14.500,60,27,19,23,15,,7,[33, 49],11.500,2,-10,-8,0,0,,11,6,,['ALAB', 'RICE', 'LASAL', 'LAFA', 'PROV', 'CFLR'],27.500,-1,0,82,,23,0,,Pennsylvania,2019,neutral,0,,2,2,,PENN,34,13,,146.500,,9,,4
12,-1.000,-1,1192,2,Michael Huger,MIDAM,20191130,Saturday,28,7.250,6.250,56,26,7,26,13,,8,[41, 35],-8.000,2,7,9,0,0,,11,6,,['TIFF', 'LSU', 'JCKSN', 'FAIRMT', 'WKY', 'CIN', 'NEV'],13.500,-1,0,76,,34,4,,Bowling Green,2019,home,0,,6,-1,,BGRN,24,11,,131.500,,9,,5
11,1.000,,1192,3,David McLaughlin,IVY,20191130,Saturday,26,6.250,7.250,58,26,20,6,4,,7,[32, 37],8.000,1,-7,-9,0,0,,11,3,,['BUF', 'FLOGC', 'MW', 'JCKSN', 'UMASS', 'Thomas'],13.500,,0,69,,29,10,,Dartmouth,2019,away,1,,4,2,,DART,34,13,,131.500,,12,,5
18,-1.500,1,3030,1,Jeff Boals,MIDAM,20191130,Saturday,23,14.000,12.500,56,30,18,26,22,,8,[50, 41],-11.500,3,10,16,0,0,,11,9,,['STBON', 'HEID', 'IONA', 'VILLA', 'BAY', 'UTAH', 'MIDTN'],26.500,-1,0,91,,32,5,,Ohio,2019,home,0,,6,1,,OHIO,20,9,,145.500,,12,,4
10,1.500,-1,3030,2,Mike Davis,HRZ,20191130,Saturday,19,12.500,14.000,57,27,20,20,15,,6,[34, 47],11.500,4,-10,-16,0,0,,11,8,,['NCSTA', 'CLEM', 'WYOM', 'UCIRV', 'LOULA'],26.500,-1,0,81,,27,4,,Detroit Mercy,2019,away,0,,6,-1,,DET,35,12,,145.500,,14,,1
12,-1.000,-1,1427,4,Danny Kaspar,SB,20191130,Saturday,26,-0.750,-1.750,55,25,20,23,17,,8,[33, 36],-15.000,2,14,9,0,0,,11,11,,['TXLTH', 'AIRFC', 'PVAM', 'BAY', 'JCKST', 'UNLV', 'ABCH'],-2.500,-3,0,69,,37,4,,Texas State,2019,home,1,,7,3,,TXST,10,2,,126.500,,10,,5
5,1.000,,1427,0,John Gallagher,AE,20191130,Saturday,22,-1.750,-0.750,48,16,22,21,14,,9,[24, 31],15.000,4,-14,-9,0,0,,11,7,,['CCONS', 'WINTH', 'MARIS', 'GORD', 'OAK', 'EMERS', 'MW', 'SMU'],-2.500,1,0,55,,29,2,,Hartford,2019,away,-1,,7,-2,,HART,24,9,,126.500,,18,,4
9,-13.500,,653,2,Jeremy Ballard,USA,20191130,Saturday,22,0.000,-13.500,61,26,18,16,11,,8,[35, 35],-14.500,3,1,8,0,0,,11,9,,['MISST', 'AM', 'NCSTA', 'CLEST', 'EKY', 'NCWIL', 'KEIU'],-13.500,,0,70,,31,3,,Florida International,2019,home,1,,12,1,,FLINT,27,7,,152.500,,15,,4
12,13.500,3,653,3,Bill Herrion,AE,20191130,Saturday,30,-13.500,0.000,58,27,15,12,5,,8,[27, 42],14.500,3,-1,-8,0,0,,11,9,,['CURRY', 'HCROS', 'STJ', 'BU', 'CCONS', 'JMAD', 'BRYNT'],-13.500,1,0,69,,39,3,,New Hampshire,2019,away,1,,4,1,,NH,28,10,,152.500,,19,,4
18,-9.000,-1,14080,1,Eric Musselman,SEC,20191130,Saturday,25,1.500,-7.500,55,23,14,22,17,,7,[33, 33],-15.000,0,6,5,0,0,,11,6,,['RICE', 'NOTEX', 'MONT', 'TXSOU', 'SDAK', 'GATEC'],-6.000,-6,0,66,,31,4,,Arkansas,2019,home,-1,,5,6,POWER6,ARK,18,3,,132.000,,12,19368,6
9,9.000,,14080,4,Darrin Horn,HRZ,20191130,Saturday,25,-7.500,1.500,51,20,19,15,12,,8,[28, 32],15.000,2,-6,-5,0,0,,11,2,,['CINCLE', 'MISSO', 'CCAR', 'COPST', 'BALLST', 'TXSOU', 'MID'],-6.000,,0,60,,27,4,,Northern Kentucky,2019,away,2,,10,1,,NK,24,8,,132.000,,12,,5
12,-13.500,-1,8648,8,Jerry Stackhouse,SEC,20191130,Saturday,18,-0.500,-14.000,56,20,16,16,10,,7,[30, 28],-4.500,1,-9,-4,0,0,,11,9,,['SEMST', 'TXCC', 'RICH', 'AUPEA', 'SCST', 'SELOU'],-14.500,4,0,58,,27,4,,Vanderbilt,2019,home,3,,10,3,POWER6,VANDY,24,8,,139.500,,15,14316,5
12,13.500,1,8648,3,Frank Haith,AAC,20191130,Saturday,20,-14.000,-0.500,51,23,18,20,16,,7,[34, 33],4.500,1,9,4,0,0,,11,7,,['HOUBA', 'TXARL', 'ORROB', 'AUPEA', 'SELOU', 'SCST'],-14.500,-1,0,67,,27,2,,Tulsa,2019,away,4,,9,4,,TLSA,13,5,,139.500,,16,,5
18,-5.000,-3,10783,7,John Brannen,AAC,20191130,Saturday,30,2.000,-3.000,61,24,14,29,19,,7,[24, 36, 12],-12.000,2,7,-9,0,0,,11,7,,['OHIOS', 'DRAKE', 'ABAM', 'ILLST', 'BGRN', 'VAL'],-1.000,2,1,72,,37,4,,Cincinnati,2019,home,0,,7,1,,CIN,19,5,,138.000,,11,,4
11,5.000,1,10783,1,TJ Otzelberger,MW,20191130,Saturday,31,-3.000,2.000,63,20,22,20,15,,9,[33, 27, 5],12.000,5,-7,9,0,0,,11,9,,['PFW', 'KANST', 'CAL', 'UCLA', 'ABCH', 'TXST', 'SMU', 'JCKST'],-1.000,2,1,65,,40,3,,UNLV,2019,away,4,,3,1,,UNLV,32,10,,138.000,,15,18776,3
19,9.000,-2,2068,10,Louis Rowe,CAA,20191130,Saturday,26,12.750,21.750,52,31,18,32,25,,8,[46, 53],-1.000,3,10,7,0,0,,11,5,,['CHAR', 'VIRG', 'SHEN', 'GMASN', 'OLDOM', 'NH', 'COPST'],34.500,1,0,99,,31,3,,James Madison,2019,home,2,,3,-1,,JMAD,26,12,,153.500,,11,,4
18,-9.000,-2,2068,2,Joe Dooley,AAC,20191130,Saturday,16,21.750,12.750,66,30,23,18,16,,8,[39, 50],1.000,5,-10,-7,0,0,,11,5,,['VMI', 'NAVY', 'APPST', 'LIB', 'EVANS', 'KC', 'RICE'],34.500,-1,0,89,,21,5,,East Carolina,2019,away,0,,5,-2,,ECAR,27,13,,153.500,,8,,2
13,-22.500,-1,2124,2,Billy Lange,A10,20191130,Saturday,19,5.250,-17.250,67,21,16,15,13,,8,[28, 35],-6.500,5,-16,-9,0,0,,11,16,,['BRAD', 'OLDOM', 'UCONN', 'LOCHI', 'FLA', 'MSU', 'TWSN'],-12.000,-3,0,63,,35,5,,St. Joseph&#39;s (PA),2019,home,0,,3,-4,,STJOE,29,8,,154.000,,10,,2
9,22.500,1,2124,4,Rob Krimmel,NE,20191130,Saturday,28,-17.250,5.250,63,30,17,16,13,,7,[37, 42],6.500,4,16,9,0,0,,11,12,,['VCU', 'RICH', 'MORGS', 'AMERU', 'DELA', 'FSU'],-12.000,3,0,79,,40,6,,St. Francis (PA),2019,away,-1,,7,-2,,STFRP,14,6,,154.000,,10,,2
9,9.000,1,312,2,Tony Pujol,ASUN,20191130,Saturday,28,-10.750,-1.750,54,22,9,23,18,,7,[28, 39],-1.000,4,10,6,0,0,,11,7,,['SOCAR', 'IND', 'SAM', 'SDS', 'LOUTE', 'MSVAS'],-12.500,-1,0,67,,35,2,,North Alabama,2019,home,1,,4,1,,NORAL,19,5,,136.500,,11,,2
10,-9.000,-1,312,4,Preston Spradlin,OV,20191130,Saturday,19,-1.750,-10.750,63,24,21,10,6,,8,[22, 35],1.000,3,-10,-6,0,0,,11,8,,['SAM', 'SPALD', 'PRES', 'MDESH', 'MISSO', 'BUT', 'WMMRY'],-12.500,1,0,57,,27,3,,Morehead St.,2019,away,-3,,3,-3,,MORST,24,3,,136.500,,10,,4
5,-15.000,2,956,2,Jay Joyner,MEAC,20191130,Saturday,24,-2.500,-17.500,61,18,14,9,6,,8,[14, 31],1.000,5,-16,-16,0,0,,11,11,,['NCGRE', 'CHASO', 'WCAR', 'UTST', 'NOTEX', 'NICST', 'EMICH'],-20.000,-2,0,45,,35,5,,North Carolina A&T,2019,home,0,,4,-1,,NCATT,20,3,,126.000,,10,,2
12,15.000,-1,956,2,Tony Jasick,ASUN,20191130,Saturday,30,-17.500,-2.500,54,22,11,15,11,,9,[30, 31],-1.000,5,16,16,0,0,,11,7,,['XAVER', 'JUFL', 'BGRN', 'UMASS', 'DART', 'MW', 'WCAR', 'CAMP'],-20.000,-1,0,61,,37,4,,Jacksonville,2019,away,-1,,7,-3,,JCKSN,23,6,,126.000,,8,,3
17,-21.000,1,8482,3,Shaka Smart,B12,20191130,Saturday,20,15.750,-5.250,66,30,14,8,4,,7,[37, 36],-23.000,1,2,3,0,0,,11,14,,['NOCOL', 'PURD', 'CALBA', 'PVAM', 'GT', 'CAL'],10.500,-1,0,73,,34,7,,Texas,2019,home,0,,5,1,POWER6,TEX,31,9,,133.500,,14,16734,5
13,21.000,,8482,5,Heath Schroyer,SL,20191130,Saturday,19,-5.250,15.750,50,26,14,13,11,,8,[34, 37],23.000,5,-2,-3,0,0,,11,4,,['WMICH', 'LOULA', 'SUNO', 'WISC', 'NM', 'ARLBAP', 'RICH'],10.500,,0,71,,23,7,,McNeese St.,2019,away,-1,,4,-1,,MCNST,16,8,,133.500,,17,,2
21,7.500,-2,9960,5,Travis Steele,BE,20191130,Saturday,21,3.750,11.250,74,36,12,13,7,,8,[40, 47],-17.500,1,25,14,0,0,,11,21,,['JCKSN', 'SIENA', 'MISSO', 'MSU', 'TWSN', 'UCONN', 'FLA'],15.000,2,0,87,25,42,5,,Xavier,2019,home,0,,10,-1,POWER6,XAVER,24,8,,134.000,,14,,6
12,-7.500,3,9960,0,Lennie Acuff,ASUN,20191130,Saturday,20,11.250,3.750,63,25,13,11,8,,8,[26, 36],17.500,4,-25,-14,0,0,,11,14,,['RHC', 'MIDTN', 'TENST', 'DUQ', 'BELM', 'NAVY', 'TNTCH'],15.000,1,0,62,,34,4,,Lipscomb,2019,away,-2,,6,2,,LIPSC,15,4,,134.000,,17,,3
11,7.000,1,863,3,Jim Hayford,WAC,20191130,Saturday,25,-4.750,2.250,65,28,14,12,7,,9,[32, 42],-12.000,5,19,0,0,0,,11,8,,['PACLU', 'WAST', 'EWAS', 'PACOR', 'SYR', 'OLMIS', 'BUCK', 'WMICH'],-2.500,-1,0,74,,33,3,,Seattle,2019,home,0,,10,1,,SEA,33,11,,131.500,,11,,3
12,-7.000,,863,4,Zac Claus,BIGSKY,20191130,Saturday,28,2.250,-4.750,54,21,17,14,9,,8,[32, 23],12.000,4,-19,0,0,0,,11,6,,['EVERG', 'UCRIV', 'UCDAV', 'VMI', 'ARKST', 'WALLA', 'NODAK'],-2.500,,0,55,,34,3,,Idaho,2019,away,2,,6,-1,,IDAHO,13,4,,131.500,,18,7000,3
12,-4.500,4,12562,7,Archie Miller,B10,20191130,Saturday,28,-16.500,-21.000,58,24,15,18,9,,7,[37, 27],-18.500,0,14,11,0,0,,11,16,,['WILLI', 'PORST', 'NORAL', 'TROY', 'PRINC', 'LOUTE'],-37.500,1,0,64,,44,4,,Indiana,2019,home,6,,6,6,POWER6,IND,20,7,,151.500,,17,17472,6
8,4.500,3,12562,2,Eric Henderson,SUMM,20191130,Saturday,20,-21.000,-16.500,56,19,16,8,6,,10,[26, 24],18.500,3,-14,-11,0,0,,11,5,,['UTRGV', 'PSC', 'CALSB', 'USC', 'NEB', 'NORAL', 'ARZ', 'MSVAS', 'SAM'],-37.500,1,0,50,,25,2,,South Dakota State,2019,away,2,,6,2,,SDS,28,6,,151.500,,15,,6
23,4.000,1,3253,3,Mike Anderson,BE,20191130,Saturday,24,-2.250,1.750,67,33,20,19,11,,8,[43, 43],-19.000,2,23,24,0,0,,11,10,,['MER', 'CCONS', 'NH', 'VERM', 'COLU', 'ARZST', 'MASS'],-0.500,-2,0,86,,34,5,,St. John&#39;s,2019,home,0,,10,1,POWER6,STJ,26,9,,149.500,,13,,5
15,-4.000,,3253,3,Bashir Mason,NE,20191130,Saturday,26,1.750,-2.250,56,19,19,26,19,,7,[19, 44],19.000,4,-23,-24,0,0,,11,11,,['SETHA', 'PENST', 'WES', 'NJIT', 'STPET', 'STO'],-0.500,,0,63,,37,6,,Wagner,2019,away,1,,5,-1,,WAGNR,25,6,,149.500,,21,,2
13,-30.500,,3023,0,Danny Sprinkle,BIGSKY,20191130,Saturday,22,25.000,-5.500,55,24,15,21,18,,8,[38, 34],-4.500,2,-26,-13,0,0,,11,5,,['UTST', 'ROCKM', 'APPST', 'NCGRE', 'TNTCH', 'GC', 'COLC'],19.500,,0,72,,27,3,,Montana St.,2019,home,1,,3,1,,MONST,24,6,,150.500,,14,7250,5
21,30.500,-2,3023,0,Linc Darner,HRZ,20191130,Saturday,26,-5.500,25.000,65,40,20,13,8,,7,[51, 47],4.500,4,26,13,0,0,,11,4,,['PURD', 'WISCS', 'NM', 'WISC', 'CSNOR', 'COLG'],19.500,,0,98,,30,3,,Green Bay,2019,away,2,,8,-1,,WIGB,22,10,,150.500,,6,,2
12,-1.000,-1,1506,7,Will Brown,AE,20191130,Saturday,28,-3.250,-4.250,49,22,11,23,17,,8,[33, 35],-5.000,3,4,-8,0,0,,11,4,,['LEHI', 'CAN', 'MAN', 'SPB', 'QUINN', 'SACHT', 'PRES'],-7.500,-2,0,68,,32,5,,Albany,2019,home,0,,6,2,,ALBNY,17,7,,139.500,,12,,4
16,1.000,1,1506,2,Mike Brennan,PAT,20191130,Saturday,23,-4.250,-3.250,67,25,18,10,6,,6,[41, 23],5.000,3,-4,8,0,0,,11,10,,['SIENA', 'WMMRY', 'GW', 'STFRP', 'HOW'],-7.500,2,0,64,,33,3,,American U.,2019,away,1,,8,1,,AMERU,26,8,,139.500,,11,,2
17,23.500,,1308,1,Ryan Odom,AE,20191130,Saturday,21,-5.750,17.750,62,35,13,14,9,,8,[38, 47],-1.500,3,25,9,0,0,,11,8,,['VALLFO', 'FLOGC', 'STMMD', 'GEOCRT', 'LSU', 'EMICH', 'NICST'],12.000,1,0,85,,29,5,,MD Baltimore County,2019,home,0,,11,-3,,MDBA,16,6,,133.000,,8,,4
15,-23.500,,1308,5,Zach Spiker,CAA,20191130,Saturday,20,17.750,-5.750,49,21,14,11,6,,8,[29, 31],1.500,3,-25,-9,0,0,,11,8,,['TEMP', 'NIA', 'ABCH', 'RUTG', 'SFAUS', 'BRYNT', 'Rose'],12.000,,0,60,,28,4,,Drexel,2019,away,2,,5,2,,DREX,29,12,,133.000,,18,,4
8,6.000,-1,569,6,Shaheen Holloway,MAAC,20191130,Saturday,27,-5.500,0.500,61,20,17,24,21,,4,[33, 34],-2.000,3,8,5,0,0,,11,19,,['BRYNT', 'PROV', 'WAGNR'],-5.000,1,0,67,,46,9,,St. Peter&#39;s,2019,home,1,,5,-3,,STPET,15,6,,131.000,,11,,0
9,-6.000,,569,4,,NE,20191130,Saturday,20,0.500,-5.500,60,22,21,12,8,,7,[28, 31],2.000,4,-8,-5,0,0,,11,9,,['FORD', 'LAFA', 'LONGW', 'NCSTA', 'MEDEV', 'ARKLR'],-5.000,,0,59,,29,3,,St. Francis Brooklyn,2019,away,-1,,7,-1,,SFBK,18,7,,131.000,,7,,2
10,4.000,1,872,5,Matt Langel,PAT,20191130,Saturday,24,-6.750,-2.750,58,26,16,19,15,,8,[31, 41],-6.000,3,10,5,0,0,,11,6,,['NJIT', 'CLEM', 'SYR', 'AUB', 'SUNYCO', 'CSNOR', 'WIGB'],-9.500,1,0,72,,30,3,,Colgate,2019,home,-1,,10,3,,COLG,23,5,,143.500,,11,,4
11,-4.000,-1,872,6,Carmen Maciariello,MAAC,20191130,Saturday,27,-2.750,-6.750,52,24,21,16,10,,6,[26, 36],6.000,3,-10,-5,0,0,,11,7,,['AMERU', 'XAVER', 'STBON', 'HARV', 'YALE'],-9.500,1,0,62,,34,9,,Siena,2019,away,-2,,5,-2,,SIENA,15,4,,143.500,,21,,2
10,-13.500,-1,1959,4,Nathan Davis,PAT,20191130,Saturday,18,18.500,5.000,58,27,20,21,16,,9,[43, 34],-3.500,5,-10,4,0,0,,11,4,,['FAIRF', 'VERM', 'HOF', 'CAN', 'PENST', 'SYR', 'SEA', 'YALE'],23.500,3,0,77,,22,3,,Bucknell (Neutral),2019,neutral,0,,5,-1,,BUCK,19,7,,140.500,,7,,3
16,13.500,1,1959,0,Mitch Henderson,IVY,20191130,Saturday,28,5.000,18.500,59,30,21,18,14,,6,[39, 48],3.500,5,10,-4,0,0,,11,6,,['DUQ', 'SF', 'LAFA', 'IND', 'ARZST'],23.500,-3,0,87,,34,3,,Princeton,2019,neutral,1,,3,-5,,PRINC,25,13,,140.500,,9,,0
22,3.000,-3,3420,4,Jim Whitesell,MIDAM,20191130,Saturday,25,3.500,6.500,62,34,18,20,10,,7,[43, 45],-8.000,2,11,11,0,0,,11,7,,['DART', 'NAZ', 'HARV', 'UCONN', 'TWSN', 'MSU'],10.000,2,0,88,,32,5,,Buffalo,2019,home,0,,15,2,,BUF,23,10,,155.000,,15,,4
15,-3.000,1,3420,2,Dane Fischer,CAA,20191130,Saturday,25,6.500,3.500,56,28,19,17,13,,8,[32, 45],8.000,2,-11,-11,0,0,,11,3,,['HIGHP', 'AMERU', 'WOFF', 'HAMP', 'OKL', 'STAN', 'MORST'],10.000,1,0,77,,28,3,,William & Mary,2019,away,1,,5,1,,WMMRY,21,8,,155.000,,18,,5
13,10.000,,353,4,Shane Burcar,BIGSKY,20191130,Saturday,17,-3.500,6.500,56,24,21,35,20,,4,[33, 43],6.000,1,4,1,0,0,,11,11,,['ARZ', 'AIC', 'BUMESA'],3.000,,0,76,,28,9,,Northern Arizona,2019,home,2,,6,2,,NOAR,18,8,,145.000,,6,11230,2
9,-10.000,-2,353,4,Todd Lee,SUMM,20191130,Saturday,27,6.500,-3.500,50,25,28,21,15,,8,[32, 40],-6.000,1,-4,-1,0,0,,11,8,,['PAC', 'HAW', 'FAMU', 'TXSOU', 'SIUED', 'ARK', 'CALBA'],3.000,1,0,72,,35,2,,South Dakota,2019,away,-2,,5,1,,SDAK,12,7,,145.000,,14,,6
11,-10.000,2,7302,6,Patrick Ewing,BE,20191130,Saturday,21,-2.500,-12.500,57,21,14,20,14,,7,[32, 29],-6.000,2,-4,3,0,0,,11,13,,['MSTM', 'CENAR', 'PENST', 'GAST', 'TEX', 'DUKE'],-15.000,3,0,61,,34,7,,Georgetown,2019,home,0,,9,-1,POWER6,GT,16,5,,141.000,,18,20308,4
13,10.000,-1,7302,3,Wes Miller,S,20191130,Saturday,24,-12.500,-2.500,63,24,18,13,10,,8,[29, 36],6.000,2,4,-3,0,0,,11,13,,['NCATT', 'KAN', 'AVER', 'TNTCH', 'MONST', 'APPST', 'VMI'],-15.000,1,0,65,,37,5,,NCGreensboro,2019,away,5,,14,2,,NCGRE,25,7,,141.000,,16,,5
18,15.000,-1,5531,2,Chris Mooney,A10,20191130,Saturday,32,-23.000,-8.000,58,25,13,5,5,,7,[25, 39],-5.000,1,20,-1,0,0,,11,3,,['STFRP', 'VANDY', 'CSNOR', 'MCNST', 'WISC', 'AUB'],-31.000,-4,0,64,,35,3,,Richmond,2019,home,0,,11,-1,,RICH,24,9,,139.000,,13,,5
